fdc_id,data_type,description,food_category_id,publication_date,total_sugar
169152,sr_legacy_food,"Pork, cured, ham and water product, rump, bone-in, separable lean only, unheated",5,4/1/2019,0.97
168351,sr_legacy_food,"Pork, cured, ham and water product, shank, bone-in, separable lean and fat, heated, roasted",5,4/1/2019,0.99
169162,sr_legacy_food,"Pork, cured, ham and water product, shank, bone-in, separable lean and fat, unheated",5,4/1/2019,0.86
169150,sr_legacy_food,"Pork, cured, ham and water product, shank, bone-in, separable lean only, heated, roasted",5,4/1/2019,1.26
169154,sr_legacy_food,"Pork, cured, ham and water product, shank, bone-in, unheated, separable lean only",5,4/1/2019,1.06
168352,sr_legacy_food,"Pork, cured, ham and water product, slice, bone-in, separable lean and fat, heated, pan-broil",5,4/1/2019,1.03
169161,sr_legacy_food,"Pork, cured, ham and water product, slice, bone-in, separable lean and fat, unheated",5,4/1/2019,0.85
168325,sr_legacy_food,"Pork, cured, ham and water product, slice, bone-in, separable lean only, heated, pan-broil",5,4/1/2019,1.1
169153,sr_legacy_food,"Pork, cured, ham and water product, slice, bone-in, separable lean only, unheated",5,4/1/2019,0.91
168326,sr_legacy_food,"Pork, cured, ham and water product, slice, boneless, separable lean only, heated, pan-broil",5,4/1/2019,4.69
169160,sr_legacy_food,"Pork, cured, ham and water product, whole, boneless, separable lean and fat, unheated",5,4/1/2019,4.21
168327,sr_legacy_food,"Pork, cured, ham and water product, whole, boneless, separable lean only, heated, roasted",5,4/1/2019,4.61
168328,sr_legacy_food,"Pork, cured, ham and water product, whole, boneless, separable lean only, unheated",5,4/1/2019,4.22
169170,sr_legacy_food,"Pork, cured, ham with natural juices, rump, bone-in, separable lean and fat, heated, roasted",5,4/1/2019,0.45
168344,sr_legacy_food,"Pork, cured, ham with natural juices, rump, bone-in, separable lean and fat, unheated",5,4/1/2019,0.43
167919,sr_legacy_food,"Pork, cured, ham with natural juices, rump, bone-in, separable lean only, heated, roasted",5,4/1/2019,0.48
168337,sr_legacy_food,"Pork, cured, ham with natural juices, rump, bone-in, separable lean only, unheated",5,4/1/2019,0.43
169171,sr_legacy_food,"Pork, cured, ham with natural juices, shank, bone-in, separable lean and fat, heated, roasted",5,4/1/2019,0.33
168343,sr_legacy_food,"Pork, cured, ham with natural juices, shank, bone-in, separable lean and fat, unheated",5,4/1/2019,0.32
167920,sr_legacy_food,"Pork, cured, ham with natural juices, shank, bone-in, separable lean only, heated, roasted",5,4/1/2019,0.34
168338,sr_legacy_food,"Pork, cured, ham with natural juices, shank, bone-in, separable lean only, unheated",5,4/1/2019,0.3
169172,sr_legacy_food,"Pork, cured, ham with natural juices, slice, bone-in, separable lean and fat, heated, pan-broil",5,4/1/2019,0.02
168342,sr_legacy_food,"Pork, cured, ham with natural juices, slice, bone-in, separable lean and fat, unheated",5,4/1/2019,0.04
168330,sr_legacy_food,"Pork, cured, ham with natural juices, slice, bone-in, separable lean only, heated, pan-broil",5,4/1/2019,0
168339,sr_legacy_food,"Pork, cured, ham with natural juices, slice, bone-in, separable lean only, unheated",5,4/1/2019,0
168353,sr_legacy_food,"Pork, cured, ham with natural juices, slice, boneless, separable lean and fat, heated, pan-broil",5,4/1/2019,1.04
168333,sr_legacy_food,"Pork, cured, ham with natural juices, slice, boneless, separable lean only, heated, pan-broil",5,4/1/2019,1.05
168354,sr_legacy_food,"Pork, cured, ham with natural juices, spiral slice, boneless, separable lean and fat, heated, roasted",5,4/1/2019,1.06
168341,sr_legacy_food,"Pork, cured, ham with natural juices, spiral slice, boneless, separable lean and fat, unheated",5,4/1/2019,1.18
168340,sr_legacy_food,"Pork, cured, ham with natural juices, spiral slice, boneless, separable lean only, unheated",5,4/1/2019,1.22
168331,sr_legacy_food,"Pork, cured, ham with natural juices, spiral slice, meat only, boneless, separable lean only, heated, roasted",5,4/1/2019,1.08
168355,sr_legacy_food,"Pork, cured, ham with natural juices, whole, boneless, separable lean and fat, heated, roasted",5,4/1/2019,0.81
169159,sr_legacy_food,"Pork, cured, ham with natural juices, whole, boneless, separable lean and fat, unheated",5,4/1/2019,1.02
168334,sr_legacy_food,"Pork, cured, ham with natural juices, whole, boneless, separable lean only, heated, roasted",5,4/1/2019,0.81
168335,sr_legacy_food,"Pork, cured, ham with natural juices, whole, boneless, separable lean only, unheated",5,4/1/2019,1.03
167871,sr_legacy_food,"Pork, cured, ham, boneless, extra lean (approximately 5% fat), roasted",5,4/1/2019,0
168296,sr_legacy_food,"Pork, cured, ham, boneless, extra lean and regular, roasted",5,4/1/2019,0
168295,sr_legacy_food,"Pork, cured, ham, boneless, extra lean and regular, unheated",5,4/1/2019,0
168111,sr_legacy_food,"Pork, cured, ham, boneless, low sodium, extra lean (approximately 5% fat), roasted",5,4/1/2019,0
169906,sr_legacy_food,"Pork, cured, ham, boneless, low sodium, extra lean and regular, roasted",5,4/1/2019,0
167872,sr_legacy_food,"Pork, cured, ham, boneless, regular (approximately 11% fat), roasted",5,4/1/2019,0
168282,sr_legacy_food,"Pork, cured, ham, center slice, country-style, separable lean only, raw",5,4/1/2019,0
168283,sr_legacy_food,"Pork, cured, ham, center slice, separable lean and fat, unheated",5,4/1/2019,
168280,sr_legacy_food,"Pork, cured, ham, extra lean (approximately 4% fat), canned, roasted",5,4/1/2019,
168279,sr_legacy_food,"Pork, cured, ham, extra lean (approximately 4% fat), canned, unheated",5,4/1/2019,0
167886,sr_legacy_food,"Pork, cured, ham, extra lean and regular, canned, roasted",5,4/1/2019,0
167885,sr_legacy_food,"Pork, cured, ham, extra lean and regular, canned, unheated",5,4/1/2019,0
168110,sr_legacy_food,"Pork, cured, ham, low sodium, lean and fat, cooked",5,4/1/2019,0
168356,sr_legacy_food,"Pork, cured, ham, rump, bone-in, separable lean and fat, heated, roasted",5,4/1/2019,0.64
168367,sr_legacy_food,"Pork, cured, ham, rump, bone-in, separable lean and fat, unheated",5,4/1/2019,0.06
169173,sr_legacy_food,"Pork, cured, ham, rump, bone-in, separable lean only, heated, roasted",5,4/1/2019,0.68
169174,sr_legacy_food,"Pork, cured, ham, rump, bone-in, separable lean only, unheated",5,4/1/2019,0
169155,sr_legacy_food,"Pork, cured, ham, separable fat, boneless, heated",5,4/1/2019,0.28
169156,sr_legacy_food,"Pork, cured, ham, separable fat, boneless, unheated",5,4/1/2019,0.44
168357,sr_legacy_food,"Pork, cured, ham, shank, bone-in, separable lean and fat, heated, roasted",5,4/1/2019,0.64
168358,sr_legacy_food,"Pork, cured, ham, shank, bone-in, separable lean and fat, unheated",5,4/1/2019,0.06
169175,sr_legacy_food,"Pork, cured, ham, shank, bone-in, separable lean only, heated, roasted",5,4/1/2019,0.68
169176,sr_legacy_food,"Pork, cured, ham, shank, bone-in, separable lean only, unheated",5,4/1/2019,0
168359,sr_legacy_food,"Pork, cured, ham, slice, bone-in, separable lean and fat, heated, pan-broil",5,4/1/2019,0.7
169177,sr_legacy_food,"Pork, cured, ham, slice, bone-in, separable lean and fat, unheated",5,4/1/2019,0.05
169158,sr_legacy_food,"Pork, cured, ham, slice, bone-in, separable lean only, heated, pan-broil",5,4/1/2019,0.74
168360,sr_legacy_food,"Pork, cured, ham, slice, bone-in, separable lean only, unheated",5,4/1/2019,0
167874,sr_legacy_food,"Pork, cured, ham, steak, boneless, extra lean, unheated",5,4/1/2019,
167875,sr_legacy_food,"Pork, cured, ham, whole, separable lean and fat, unheated",5,4/1/2019,0
168284,sr_legacy_food,"Pork, cured, ham, whole, separable lean only, roasted",5,4/1/2019,0
167876,sr_legacy_food,"Pork, cured, ham, whole, separable lean only, unheated",5,4/1/2019,0
168287,sr_legacy_food,"Pork, cured, salt pork, raw",5,4/1/2019,0
167878,sr_legacy_food,"Pork, cured, separable fat (from ham and arm picnic), roasted",5,4/1/2019,
167877,sr_legacy_food,"Pork, cured, separable fat (from ham and arm picnic), unheated",5,4/1/2019,0
167879,sr_legacy_food,"Pork, cured, shoulder, arm picnic, separable lean and fat, roasted",5,4/1/2019,0
167880,sr_legacy_food,"Pork, cured, shoulder, arm picnic, separable lean only, roasted",5,4/1/2019,0
168289,sr_legacy_food,"Pork, cured, shoulder, blade roll, separable lean and fat, roasted",5,4/1/2019,
168288,sr_legacy_food,"Pork, cured, shoulder, blade roll, separable lean and fat, unheated",5,4/1/2019,
167811,sr_legacy_food,"Pork, fresh, backfat, raw",5,4/1/2019,0
168300,sr_legacy_food,"Pork, fresh, backribs, separable lean and fat, cooked, roasted",5,4/1/2019,0
168299,sr_legacy_food,"Pork, fresh, backribs, separable lean and fat, raw",5,4/1/2019,0
167812,sr_legacy_food,"Pork, fresh, belly, raw",5,4/1/2019,0
168380,sr_legacy_food,"Pork, fresh, blade, (chops), boneless, separable lean and fat, cooked, broiled",5,4/1/2019,0
168219,sr_legacy_food,"Pork, fresh, carcass, separable lean and fat, raw",5,4/1/2019,0
168218,sr_legacy_food,"Pork, fresh, composite of separable fat, with added solution, cooked",5,4/1/2019,0
169179,sr_legacy_food,"Pork, fresh, composite of separable fat, with added solution, raw",5,4/1/2019,0
167810,sr_legacy_food,"Pork, fresh, composite of trimmed leg, loin, shoulder, and spareribs, (includes cuts to be cured), separable lean and fat, raw",5,4/1/2019,0
167855,sr_legacy_food,"Pork, fresh, composite of trimmed retail cuts (leg, loin, and shoulder), separable lean only, cooked",5,4/1/2019,0
168220,sr_legacy_food,"Pork, fresh, composite of trimmed retail cuts (leg, loin, shoulder), separable lean only, raw",5,4/1/2019,0
168297,sr_legacy_food,"Pork, fresh, composite of trimmed retail cuts (leg, loin, shoulder, and spareribs), separable lean and fat, cooked",5,4/1/2019,0
167888,sr_legacy_food,"Pork, fresh, composite of trimmed retail cuts (leg, loin, shoulder, and spareribs), separable lean and fat, raw",5,4/1/2019,
167906,sr_legacy_food,"Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean and fat, cooked",5,4/1/2019,0
168316,sr_legacy_food,"Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean and fat, raw",5,4/1/2019,0
167908,sr_legacy_food,"Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean only, cooked",5,4/1/2019,
167907,sr_legacy_food,"Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean only, raw",5,4/1/2019,
168361,sr_legacy_food,"Pork, fresh, enhanced, loin, tenderloin, separable lean only, raw",5,4/1/2019,0
167903,sr_legacy_food,"Pork, fresh, ground, cooked",5,4/1/2019,0
167902,sr_legacy_food,"Pork, fresh, ground, raw",5,4/1/2019,
167815,sr_legacy_food,"Pork, fresh, leg (ham), rump half, separable lean and fat, cooked, roasted",5,4/1/2019,0
167814,sr_legacy_food,"Pork, fresh, leg (ham), rump half, separable lean and fat, raw",5,4/1/2019,0
167817,sr_legacy_food,"Pork, fresh, leg (ham), rump half, separable lean only, cooked, roasted",5,4/1/2019,0
167816,sr_legacy_food,"Pork, fresh, leg (ham), rump half, separable lean only, raw (Includes foods for USDA's Food Distribution Program)",5,4/1/2019,0
168227,sr_legacy_food,"Pork, fresh, leg (ham), shank half, separable lean and fat, cooked, roasted",5,4/1/2019,0
168226,sr_legacy_food,"Pork, fresh, leg (ham), shank half, separable lean and fat, raw",5,4/1/2019,0
168229,sr_legacy_food,"Pork, fresh, leg (ham), shank half, separable lean only, cooked, roasted",5,4/1/2019,0
168228,sr_legacy_food,"Pork, fresh, leg (ham), shank half, separable lean only, raw",5,4/1/2019,0
168223,sr_legacy_food,"Pork, fresh, leg (ham), whole, separable lean and fat, cooked, roasted",5,4/1/2019,0
168222,sr_legacy_food,"Pork, fresh, leg (ham), whole, separable lean and fat, raw",5,4/1/2019,
168225,sr_legacy_food,"Pork, fresh, leg (ham), whole, separable lean only, cooked, roasted",5,4/1/2019,0
168224,sr_legacy_food,"Pork, fresh, leg (ham), whole, separable lean only, raw",5,4/1/2019,0
167822,sr_legacy_food,"Pork, fresh, loin, blade (chops or roasts), bone-in, separable lean and fat, raw",5,4/1/2019,0
168234,sr_legacy_food,"Pork, fresh, loin, blade (chops or roasts), bone-in, separable lean only, raw",5,4/1/2019,0
168381,sr_legacy_food,"Pork, fresh, loin, blade (chops or roasts), boneless, separable lean and fat only, raw",5,4/1/2019,0
169194,sr_legacy_food,"Pork, fresh, loin, blade (chops or roasts), boneless, separable lean only, raw",5,4/1/2019,0
167823,sr_legacy_food,"Pork, fresh, loin, blade (chops), bone-in, separable lean and fat, cooked, braised",5,4/1/2019,0
167824,sr_legacy_food,"Pork, fresh, loin, blade (chops), bone-in, separable lean and fat, cooked, broiled",5,4/1/2019,0
168235,sr_legacy_food,"Pork, fresh, loin, blade (chops), bone-in, separable lean only, cooked, braised",5,4/1/2019,0
168236,sr_legacy_food,"Pork, fresh, loin, blade (chops), bone-in, separable lean only, cooked, broiled",5,4/1/2019,0
169196,sr_legacy_food,"Pork, fresh, loin, blade (chops), boneless, separable lean only, boneless, cooked, broiled",5,4/1/2019,0
167825,sr_legacy_food,"Pork, fresh, loin, blade (roasts), bone-in, separable lean and fat, cooked, roasted",5,4/1/2019,0
168237,sr_legacy_food,"Pork, fresh, loin, blade (roasts), bone-in, separable lean only, cooked, roasted",5,4/1/2019,0
169198,sr_legacy_food,"Pork, fresh, loin, blade (roasts), boneless, separable lean and fat, cooked, roasted",5,4/1/2019,0
169195,sr_legacy_food,"Pork, fresh, loin, blade (roasts), boneless, separable lean only, cooked, roasted",5,4/1/2019,0
167826,sr_legacy_food,"Pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, cooked, braised",5,4/1/2019,0
167827,sr_legacy_food,"Pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, cooked, broiled",5,4/1/2019,0
168238,sr_legacy_food,"Pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, raw",5,4/1/2019,0
168239,sr_legacy_food,"Pork, fresh, loin, center loin (chops), bone-in, separable lean only, cooked, braised",5,4/1/2019,0
168240,sr_legacy_food,"Pork, fresh, loin, center loin (chops), bone-in, separable lean only, cooked, broiled",5,4/1/2019,0
167829,sr_legacy_food,"Pork, fresh, loin, center loin (chops), bone-in, separable lean only, raw",5,4/1/2019,0
168298,sr_legacy_food,"Pork, fresh, loin, center loin (chops), boneless, separable lean and fat, cooked, pan-broiled",5,4/1/2019,0
168286,sr_legacy_food,"Pork, fresh, loin, center loin (chops), boneless, separable lean and fat, raw",5,4/1/2019,0
168285,sr_legacy_food,"Pork, fresh, loin, center loin (chops), boneless, separable lean only, cooked, pan-broiled",5,4/1/2019,0
168263,sr_legacy_food,"Pork, fresh, loin, center loin (chops), boneless, separable lean only, raw",5,4/1/2019,0
167828,sr_legacy_food,"Pork, fresh, loin, center loin (roasts), bone-in, separable lean and fat, cooked, roasted",5,4/1/2019,0
168241,sr_legacy_food,"Pork, fresh, loin, center loin (roasts), bone-in, separable lean only, cooked, roasted",5,4/1/2019,0
168242,sr_legacy_food,"Pork, fresh, loin, center rib (chops or roasts), bone-in, separable lean and fat, raw",5,4/1/2019,0
167833,sr_legacy_food,"Pork, fresh, loin, center rib (chops or roasts), bone-in, separable lean only, raw",5,4/1/2019,0
167889,sr_legacy_food,"Pork, fresh, loin, center rib (chops or roasts), boneless, separable lean and fat, raw",5,4/1/2019,0
168302,sr_legacy_food,"Pork, fresh, loin, center rib (chops or roasts), boneless, separable lean only, raw",5,4/1/2019,0
167830,sr_legacy_food,"Pork, fresh, loin, center rib (chops), bone-in, separable lean and fat, cooked, braised",5,4/1/2019,0
167831,sr_legacy_food,"Pork, fresh, loin, center rib (chops), bone-in, separable lean and fat, cooked, broiled",5,4/1/2019,0
168243,sr_legacy_food,"Pork, fresh, loin, center rib (chops), bone-in, separable lean only, cooked, braised",5,4/1/2019,0
168244,sr_legacy_food,"Pork, fresh, loin, center rib (chops), bone-in, separable lean only, cooked, broiled",5,4/1/2019,0
167890,sr_legacy_food,"Pork, fresh, loin, center rib (chops), boneless, separable lean and fat, cooked, braised",5,4/1/2019,
167891,sr_legacy_food,"Pork, fresh, loin, center rib (chops), boneless, separable lean and fat, cooked, broiled",5,4/1/2019,
168303,sr_legacy_food,"Pork, fresh, loin, center rib (chops), boneless, separable lean only, cooked, braised",5,4/1/2019,0
168304,sr_legacy_food,"Pork, fresh, loin, center rib (chops), boneless, separable lean only, cooked, broiled",5,4/1/2019,
167832,sr_legacy_food,"Pork, fresh, loin, center rib (roasts), bone-in, separable lean and fat, cooked, roasted",5,4/1/2019,0
168245,sr_legacy_food,"Pork, fresh, loin, center rib (roasts), bone-in, separable lean only, cooked, roasted",5,4/1/2019,0
168301,sr_legacy_food,"Pork, fresh, loin, center rib (roasts), boneless, separable lean and fat, cooked, roasted",5,4/1/2019,
167894,sr_legacy_food,"Pork, fresh, loin, center rib (roasts), boneless, separable lean only, cooked, roasted",5,4/1/2019,
169200,sr_legacy_food,"Pork, fresh, loin, country-style ribs, separable lean and fat, bone-in, cooked, broiled",5,4/1/2019,0
167897,sr_legacy_food,"Pork, fresh, loin, country-style ribs, separable lean and fat, bone-in, cooked, roasted",5,4/1/2019,0
169199,sr_legacy_food,"Pork, fresh, loin, country-style ribs, separable lean and fat, boneless, cooked, broiled",5,4/1/2019,0
169201,sr_legacy_food,"Pork, fresh, loin, country-style ribs, separable lean and fat, boneless, cooked, roasted",5,4/1/2019,0
167896,sr_legacy_food,"Pork, fresh, loin, country-style ribs, separable lean and fat, cooked, braised",5,4/1/2019,0
167895,sr_legacy_food,"Pork, fresh, loin, country-style ribs, separable lean and fat, raw",5,4/1/2019,0
168378,sr_legacy_food,"Pork, fresh, loin, country-style ribs, separable lean only, bone-in, cooked, broiled",5,4/1/2019,0
168307,sr_legacy_food,"Pork, fresh, loin, country-style ribs, separable lean only, bone-in, cooked, roasted",5,4/1/2019,0
169197,sr_legacy_food,"Pork, fresh, loin, country-style ribs, separable lean only, boneless, cooked, broiled",5,4/1/2019,0
168379,sr_legacy_food,"Pork, fresh, loin, country-style ribs, separable lean only, boneless, cooked, roasted",5,4/1/2019,0
168306,sr_legacy_food,"Pork, fresh, loin, country-style ribs, separable lean only, cooked, braised",5,4/1/2019,0
168305,sr_legacy_food,"Pork, fresh, loin, country-style ribs, separable lean only, raw",5,4/1/2019,0
168246,sr_legacy_food,"Pork, fresh, loin, sirloin (chops or roasts), bone-in, separable lean and fat, raw",5,4/1/2019,0
167837,sr_legacy_food,"Pork, fresh, loin, sirloin (chops or roasts), bone-in, separable lean only, raw",5,4/1/2019,0
168308,sr_legacy_food,"Pork, fresh, loin, sirloin (chops or roasts), boneless, separable lean and fat, raw",5,4/1/2019,0
167901,sr_legacy_food,"Pork, fresh, loin, sirloin (chops or roasts), boneless, separable lean only, raw",5,4/1/2019,0
167834,sr_legacy_food,"Pork, fresh, loin, sirloin (chops), bone-in, separable lean and fat, cooked, braised",5,4/1/2019,0
167835,sr_legacy_food,"Pork, fresh, loin, sirloin (chops), bone-in, separable lean and fat, cooked, broiled",5,4/1/2019,0
167838,sr_legacy_food,"Pork, fresh, loin, sirloin (chops), bone-in, separable lean only, cooked, braised",5,4/1/2019,0
168247,sr_legacy_food,"Pork, fresh, loin, sirloin (chops), bone-in, separable lean only, cooked, broiled",5,4/1/2019,0
167898,sr_legacy_food,"Pork, fresh, loin, sirloin (chops), boneless, separable lean and fat, cooked, braised",5,4/1/2019,0
167899,sr_legacy_food,"Pork, fresh, loin, sirloin (chops), boneless, separable lean and fat, cooked, broiled",5,4/1/2019,0
168309,sr_legacy_food,"Pork, fresh, loin, sirloin (chops), boneless, separable lean only, cooked, braised",5,4/1/2019,0
168310,sr_legacy_food,"Pork, fresh, loin, sirloin (chops), boneless, separable lean only, cooked, broiled",5,4/1/2019,0
167836,sr_legacy_food,"Pork, fresh, loin, sirloin (roasts), bone-in, separable lean and fat, cooked, roasted",5,4/1/2019,0
168248,sr_legacy_food,"Pork, fresh, loin, sirloin (roasts), bone-in, separable lean only, cooked, roasted",5,4/1/2019,0
167900,sr_legacy_food,"Pork, fresh, loin, sirloin (roasts), boneless, separable lean and fat, cooked, roasted",5,4/1/2019,0
168311,sr_legacy_food,"Pork, fresh, loin, sirloin (roasts), boneless, separable lean only, cooked, roasted",5,4/1/2019,0
167904,sr_legacy_food,"Pork, fresh, loin, tenderloin, separable lean and fat, cooked, broiled",5,4/1/2019,
167905,sr_legacy_food,"Pork, fresh, loin, tenderloin, separable lean and fat, cooked, roasted",5,4/1/2019,0
168312,sr_legacy_food,"Pork, fresh, loin, tenderloin, separable lean and fat, raw",5,4/1/2019,0
169185,sr_legacy_food,"Pork, fresh, loin, tenderloin, separable lean and fat, with added solution, cooked, roasted",5,4/1/2019,0
169184,sr_legacy_food,"Pork, fresh, loin, tenderloin, separable lean and fat, with added solution, raw",5,4/1/2019,0
168313,sr_legacy_food,"Pork, fresh, loin, tenderloin, separable lean only, cooked, broiled",5,4/1/2019,
168250,sr_legacy_food,"Pork, fresh, loin, tenderloin, separable lean only, cooked, roasted",5,4/1/2019,0
168249,sr_legacy_food,"Pork, fresh, loin, tenderloin, separable lean only, raw",5,4/1/2019,0
169180,sr_legacy_food,"Pork, fresh, loin, tenderloin, separable lean only, with added solution, cooked, roasted",5,4/1/2019,0
167840,sr_legacy_food,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, braised",5,4/1/2019,0
167841,sr_legacy_food,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, broiled",5,4/1/2019,0
167839,sr_legacy_food,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, raw",5,4/1/2019,0
169183,sr_legacy_food,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, with added solution, cooked, broiled",5,4/1/2019,0
167913,sr_legacy_food,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, with added solution, cooked, pan-broiled",5,4/1/2019,0
169182,sr_legacy_food,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, with added solution, raw",5,4/1/2019,0
168252,sr_legacy_food,"Pork, fresh, loin, top loin (chops), boneless, separable lean only, cooked, braised",5,4/1/2019,0
168253,sr_legacy_food,"Pork, fresh, loin, top loin (chops), boneless, separable lean only, cooked, broiled",5,4/1/2019,0
168251,sr_legacy_food,"Pork, fresh, loin, top loin (chops), boneless, separable lean only, raw",5,4/1/2019,0
168364,sr_legacy_food,"Pork, fresh, loin, top loin (chops), boneless, separable lean only, with added solution, cooked, broiled",5,4/1/2019,0
167912,sr_legacy_food,"Pork, fresh, loin, top loin (chops), boneless, separable lean only, with added solution, cooked, pan-broiled",5,4/1/2019,0
169181,sr_legacy_food,"Pork, fresh, loin, top loin (chops), boneless, separable lean only, with added solution, raw",5,4/1/2019,0
167842,sr_legacy_food,"Pork, fresh, loin, top loin (roasts), boneless, separable lean and fat, cooked, roasted",5,4/1/2019,0
168314,sr_legacy_food,"Pork, fresh, loin, top loin (roasts), boneless, separable lean and fat, raw",5,4/1/2019,0
168254,sr_legacy_food,"Pork, fresh, loin, top loin (roasts), boneless, separable lean only, cooked, roasted",5,4/1/2019,0
168315,sr_legacy_food,"Pork, fresh, loin, top loin (roasts), boneless, separable lean only, raw",5,4/1/2019,0
167819,sr_legacy_food,"Pork, fresh, loin, whole, separable lean and fat, cooked, braised",5,4/1/2019,0
167820,sr_legacy_food,"Pork, fresh, loin, whole, separable lean and fat, cooked, broiled",5,4/1/2019,0
167821,sr_legacy_food,"Pork, fresh, loin, whole, separable lean and fat, cooked, roasted",5,4/1/2019,0
167818,sr_legacy_food,"Pork, fresh, loin, whole, separable lean and fat, raw",5,4/1/2019,0
168231,sr_legacy_food,"Pork, fresh, loin, whole, separable lean only, cooked, braised",5,4/1/2019,0
168232,sr_legacy_food,"Pork, fresh, loin, whole, separable lean only, cooked, broiled",5,4/1/2019,0
168233,sr_legacy_food,"Pork, fresh, loin, whole, separable lean only, cooked, roasted",5,4/1/2019,0
168230,sr_legacy_food,"Pork, fresh, loin, whole, separable lean only, raw",5,4/1/2019,0
168221,sr_legacy_food,"Pork, fresh, separable fat, cooked",5,4/1/2019,0
167813,sr_legacy_food,"Pork, fresh, separable fat, raw",5,4/1/2019,0
167850,sr_legacy_food,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, cooked, braised",5,4/1/2019,0
167849,sr_legacy_food,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, raw",5,4/1/2019,0
168366,sr_legacy_food,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, with added solution, cooked, braised",5,4/1/2019,0
168365,sr_legacy_food,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat,with added solution, raw",5,4/1/2019,0
168261,sr_legacy_food,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean only, cooked, braised",5,4/1/2019,0
168260,sr_legacy_food,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean only, raw",5,4/1/2019,0
168362,sr_legacy_food,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean only, with added solution cooked, braised",5,4/1/2019,0
168363,sr_legacy_food,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean only, with added solution, raw",5,4/1/2019,0
168256,sr_legacy_food,"Pork, fresh, shoulder, arm picnic, separable lean and fat, cooked, braised",5,4/1/2019,0
168257,sr_legacy_food,"Pork, fresh, shoulder, arm picnic, separable lean and fat, cooked, roasted",5,4/1/2019,
168255,sr_legacy_food,"Pork, fresh, shoulder, arm picnic, separable lean and fat, raw",5,4/1/2019,0
167847,sr_legacy_food,"Pork, fresh, shoulder, arm picnic, separable lean only, cooked, braised",5,4/1/2019,0
167848,sr_legacy_food,"Pork, fresh, shoulder, arm picnic, separable lean only, cooked, roasted",5,4/1/2019,
168258,sr_legacy_food,"Pork, fresh, shoulder, arm picnic, separable lean only, raw",5,4/1/2019,0
168259,sr_legacy_food,"Pork, fresh, shoulder, blade, boston (roasts), separable lean and fat, cooked, roasted",5,4/1/2019,0
167852,sr_legacy_food,"Pork, fresh, shoulder, blade, boston (roasts), separable lean only, cooked, roasted",5,4/1/2019,0
167851,sr_legacy_food,"Pork, fresh, shoulder, blade, boston (steaks), separable lean and fat, cooked, broiled",5,4/1/2019,0
168262,sr_legacy_food,"Pork, fresh, shoulder, blade, boston (steaks), separable lean only, cooked, broiled",5,4/1/2019,0
167844,sr_legacy_food,"Pork, fresh, shoulder, whole, separable lean and fat, cooked, roasted",5,4/1/2019,0
167843,sr_legacy_food,"Pork, fresh, shoulder, whole, separable lean and fat, raw",5,4/1/2019,0
167846,sr_legacy_food,"Pork, fresh, shoulder, whole, separable lean only, cooked, roasted",5,4/1/2019,0
167845,sr_legacy_food,"Pork, fresh, shoulder, whole, separable lean only, raw",5,4/1/2019,
167854,sr_legacy_food,"Pork, fresh, spareribs, separable lean and fat, cooked, braised",5,4/1/2019,0
169178,sr_legacy_food,"Pork, fresh, spareribs, separable lean and fat, cooked, roasted",5,4/1/2019,0
167853,sr_legacy_food,"Pork, fresh, spareribs, separable lean and fat, raw",5,4/1/2019,0
168265,sr_legacy_food,"Pork, fresh, variety meats and by-products, brain, cooked, braised",5,4/1/2019,
168264,sr_legacy_food,"Pork, fresh, variety meats and by-products, brain, raw",5,4/1/2019,
167856,sr_legacy_food,"Pork, fresh, variety meats and by-products, chitterlings, cooked, simmered",5,4/1/2019,0
168266,sr_legacy_food,"Pork, fresh, variety meats and by-products, chitterlings, raw",5,4/1/2019,0
167858,sr_legacy_food,"Pork, fresh, variety meats and by-products, ears, frozen, cooked, simmered",5,4/1/2019,
167857,sr_legacy_food,"Pork, fresh, variety meats and by-products, ears, frozen, raw",5,4/1/2019,
168290,sr_legacy_food,"Pork, fresh, variety meats and by-products, feet, cooked, simmered",5,4/1/2019,0
