Food code,Main food description,food_id,
11111000,"Milk, whole",1,
11111100,"Milk, low sodium, whole",1,
11111150,"Milk, calcium fortified, whole",1,
11114350,"Milk, lactose free, whole",1,
11115300,"Buttermilk, whole",1,
11116000,"Goat's milk, whole",1,
11121100,"Milk, dry, reconstituted, whole",1,
11210050,"Milk, evaporated, NS as to fat content ",1,
11211050,"Milk, evaporated, whole ",1,
11100000,"Milk, NFS",1,
11112110,"Milk, reduced fat (2%)",1,
11112130,"Milk, acidophilus, reduced fat (2%)",1,
11114330,"Milk, lactose free, reduced fat (2%)",1,
11115200,"Buttermilk, reduced fat (2%)",1,
11211400,"Milk, evaporated, reduced fat (2%)",1,
11111160,"Milk, calcium fortified, low fat (1%)",1,
11112120,"Milk, acidophilus, low fat (1%)",1,
11112210,"Milk, low fat (1%)",1,
11114300,"Milk, lactose free, low fat (1%)",1,
11115100,"Buttermilk, low fat (1%)",1,
11115400,"Kefir, NS as to fat content",1,
11121210,"Milk, dry, reconstituted, low fat (1%)",1,
11111170,"Milk, calcium fortified, fat free (skim)",1,
11113000,"Milk, fat free (skim)",1,
11114320,"Milk, lactose free, fat free (skim)",1,
11115000,"Buttermilk, fat free (skim)",1,
11120000,"Milk, dry, reconstituted, NS as to fat content",1,
11121300,"Milk, dry, reconstituted, fat free (skim)",1,
11212050,"Milk, evaporated, fat free (skim)",1,
11220000,"Milk, condensed, sweetened",1,
11511100,"Chocolate milk, ready to drink, whole",1,
11513100,"Chocolate milk, made from dry mix with whole milk",1,
11513355,"Chocolate milk, made from reduced sugar mix with whole milk",1,
11513381,"Chocolate milk, made from dry mix with whole milk (Nesquik)",1,
11513391,"Chocolate milk, made from no sugar added dry mix with whole milk (Nesquik)",1,
11513500,"Chocolate milk, made from syrup with whole milk",1,
11513801,"Chocolate milk, made from light syrup with whole milk",1,
11513851,"Chocolate milk, made from sugar free syrup with whole milk",1,
11514110,"Hot chocolate / Cocoa, made with dry mix and whole milk",1,
11514320,"Hot chocolate / Cocoa, made with no sugar added dry mix and whole milk",1,
11519050,"Strawberry milk, whole",1,
11511200,"Chocolate milk, ready to drink, reduced fat",1204,
11512010,"Hot chocolate / Cocoa, ready to drink",1204,
11512100,"Hot chocolate / Cocoa, ready to drink, with whipped cream",1204,
11513000,"Chocolate milk, made from dry mix, NS as to type of milk",1204,
11513150,"Chocolate milk, made from dry mix with reduced fat milk",1204,
11513350,"Chocolate milk, made from reduced sugar mix, NS as to type of milk",1204,
11513360,"Chocolate milk, made from reduced sugar mix with reduced fat milk",1204,
11513380,"Chocolate milk, made from dry mix, NS as to type of milk (Nesquik)",1204,
11513382,"Chocolate milk, made from dry mix with reduced fat milk (Nesquik)",1204,
11513390,"Chocolate milk, made from no sugar added dry mix, NS as to type of milk (Nesquik)",1204,
11513392,"Chocolate milk, made from no sugar added dry mix with reduced fat milk (Nesquik)",1204,
11513400,"Chocolate milk, made from syrup, NS as to type of milk",1204,
11513550,"Chocolate milk, made from syrup with reduced fat milk",1204,
11513800,"Chocolate milk, made from light syrup, NS as to type of milk",1204,
11513802,"Chocolate milk, made from light syrup with reduced fat milk",1204,
11513850,"Chocolate milk, made from sugar free syrup, NS as to type of milk ",1204,
11513852,"Chocolate milk, made from sugar free syrup with reduced fat milk",1204,
11514120,"Hot chocolate / Cocoa, made with dry mix and reduced fat milk",1204,
11514330,"Hot chocolate / Cocoa, made with no sugar added dry mix and reduced fat milk",1204,
11519040,"Strawberry milk, NFS",1204,
11519105,"Strawberry milk, reduced fat",1204,
11526000,"Milk, malted",1204,
11511400,"Chocolate milk, ready to drink, low fat",1206,
11511550,"Chocolate milk, ready to drink, reduced sugar, NS as to milk",1206,
11511600,"Chocolate milk, ready to drink, low fat (Nesquik)",1206,
11511700,"Chocolate milk, ready to drink, low fat, no sugar added (Nesquik)",1206,
11513200,"Chocolate milk, made from dry mix with low fat milk",1206,
11513365,"Chocolate milk, made from reduced sugar mix with low fat milk",1206,
11513383,"Chocolate milk, made from dry mix with low fat milk (Nesquik)",1206,
11513393,"Chocolate milk, made from no sugar added dry mix with low fat milk (Nesquik)",1206,
11513600,"Chocolate milk, made from syrup with low fat milk",1206,
11513803,"Chocolate milk, made from light syrup with low fat milk",1206,
11513853,"Chocolate milk, made from sugar free syrup with low fat milk",1206,
11514130,"Hot chocolate / Cocoa, made with dry mix and low fat milk",1206,
11514340,"Hot chocolate / Cocoa, made with no sugar added dry mix and low fat milk",1206,
11519200,"Strawberry milk, low fat",1206,
11519210,"Strawberry milk, reduced sugar",1206,
11511000,"Chocolate milk, NFS",1,
11511300,"Chocolate milk, ready to drink, fat free",1,
11511610,"Chocolate milk, ready to drink, fat free (Nesquik)",1,
11512020,"Hot chocolate / Cocoa, ready to drink, made with nonfat milk",1,
11512110,"Hot chocolate / Cocoa, ready to drink, made with nonfat milk and whipped cream",1,
11513300,"Chocolate milk, made from dry mix with fat free milk",1,
11513370,"Chocolate milk, made from reduced sugar mix with fat free milk",1,
11513384,"Chocolate milk, made from dry mix with fat free milk (Nesquik)",1,
11513394,"Chocolate milk, made from no sugar added dry mix with fat free milk  (Nesquik)",1,
11513700,"Chocolate milk, made from syrup with fat free milk",1,
11513804,"Chocolate milk, made from light syrup with fat free milk",1,
11513854,"Chocolate milk, made from sugar free syrup with fat free milk",1,
11514100,"Hot chocolate / Cocoa, made with dry mix and water",1,
11514140,"Hot chocolate / Cocoa, made with dry mix and fat free milk",1,
11514310,"Hot chocolate / Cocoa, made with no sugar added dry mix and water",1,
11514350,"Hot chocolate / Cocoa, made with no sugar added dry mix and fat free milk",1,
11519205,"Strawberry milk, fat free",1,
11531000,Eggnog,1,
11541110,"Milk shake, home recipe, chocolate",14,
11541120,"Milk shake, home recipe, flavors other than chocolate",14,
11541130,"Milk shake, home recipe, chocolate, light",14,
11541135,"Milk shake, home recipe, flavors other than chocolate, light",14,
11541400,Milk shake with malt,14,
11542100,"Milk shake, fast food, chocolate",14,
11542200,"Milk shake, fast food, flavors other than chocolate",14,
11543000,"Milk shake, bottled, chocolate",14,
11543010,"Milk shake, bottled, flavors other than chocolate",14,
11560000,Chocolate milk drink,14,
13120800,"Ice cream soda, flavors other than chocolate",14,
13120810,"Ice cream soda, chocolate",14,
11300100,"Non-dairy milk, NFS",1,
11320000,Soy milk,1,
11320100,"Soy milk, light",1,
11320200,"Soy milk, nonfat",1,
11321000,"Soy milk, chocolate",1,
11321100,"Soy milk, light, chocolate",1,
11321200,"Soy milk, nonfat, chocolate",1,
11350000,"Almond milk, sweetened",1,
11350010,"Almond milk, sweetened, chocolate",1,
11350020,"Almond milk, unsweetened",1,
11350030,"Almond milk, unsweetened, chocolate",1,
11360000,Rice milk,1,
11370000,Coconut milk,1,
11512030,"Hot chocolate / Cocoa, ready to drink, made with non-dairy milk",1,
11512120,"Hot chocolate / Cocoa, ready to drink, made with non-dairy milk and whipped cream",1,
11513310,"Chocolate milk, made from dry mix with non-dairy milk",1,
11513375,"Chocolate milk, made from reduced sugar mix with non-dairy milk",1,
11513385,"Chocolate milk, made from dry mix with non-dairy milk (Nesquik)",1,
11513395,"Chocolate milk, made from no sugar added dry mix with non-dairy milk (Nesquik)",1,
11513750,"Chocolate milk, made from syrup with non-dairy milk",1,
11513805,"Chocolate milk, made from light syrup with non-dairy milk",1,
11513855,"Chocolate milk, made from sugar free syrup with non-dairy milk",1,
11514150,"Hot chocolate / Cocoa, made with dry mix and non-dairy milk",1,
11514360,"Hot chocolate / Cocoa, made with no sugar added dry mix and non-dairy milk",1,
11519215,"Strawberry milk, non-dairy",1,
42401010,"Coconut milk, used in cooking",1,
42402010,"Coconut cream, canned, sweetened",14,
14010000,"Cheese, NFS",1,
14101010,"Cheese, Blue or Roquefort",1,
14102010,"Cheese, Brick",1,
14103010,"Cheese, Camembert",1,
14103020,"Cheese, Brie",1,
14104100,"Cheese, Cheddar",1,
14104110,"Cheese, Cheddar, reduced fat",1,
14104115,"Cheese, Cheddar, nonfat or fat free",1,
14104200,"Cheese, Colby",1,
14104250,"Cheese, Colby Jack",1,
14104400,"Cheese, Feta",1,
14104600,"Cheese, Fontina",1,
14104700,"Cheese, goat",1,
14105010,"Cheese, Gouda or Edam",1,
14105200,"Cheese, Gruyere",1,
14106010,"Cheese, Limburger",1,
14106200,"Cheese, Monterey",1,
14106500,"Cheese, Monterey, reduced fat",1,
14107010,"Cheese, Mozzarella, NFS",1,
14107030,"Cheese, Mozzarella, part skim",1,
14107040,"Cheese, Mozzarella, reduced sodium",1,
14107060,"Cheese, Mozzarella, nonfat or fat free",1,
14107200,"Cheese, Muenster",1,
14107250,"Cheese, Muenster, reduced fat",1,
14108010,"Cheese, Parmesan, dry grated",1,
14108015,"Cheese, Parmesan, dry grated, reduced fat",1,
14108020,"Cheese, Parmesan, hard",1,
14108060,"Cheese, Parmesan, dry grated, fat free",1,
14108200,"Cheese, Port du Salut",1,
14108400,"Cheese, Provolone",1,
14108420,"Cheese, provolone, reduced fat",1,
14109010,"Cheese, Swiss",1,
14109020,"Cheese, Swiss, reduced sodium",1,
14109030,"Cheese, Swiss, reduced fat",1,
14109040,"Cheese, Swiss, nonfat or fat free",1,
14110010,"Cheese, Cheddar, reduced sodium",1,
14120010,"Cheese, Mexican blend",1,
14120020,"Cheese, Mexican blend, reduced fat",1,
14131000,"Queso Anejo, aged Mexican cheese",1,
14131500,Queso Asadero,1,
14133000,Queso Fresco,1,
14134000,Queso cotija,1,
14410100,"Cheese, American and Swiss blends",1,
14410110,"Cheese, American",1,
14410120,"Cheese, American, reduced fat",1,
14410130,"Cheese, American, nonfat or fat free",1,
14410210,"Cheese, American, reduced sodium",1,
14410330,"Cheese spread, American or Cheddar cheese base, reduced fat",1,
14410500,"Cheese, processed cheese food",1,
14410600,"Cheese, processed, with vegetables",1,
14410620,"Cheese,  with wine",1,
14420100,"Cheese spread, American or Cheddar cheese base",1,
14420160,"Cheese spread, Swiss cheese base",1,
14420300,"Cheese spread, pressurized can",1,
14502000,Imitation cheese,1,
14610520,Cheese ball,1,
14660200,"Mozzarella sticks, breaded, baked, or fried",1,
14200100,"Cheese, cottage, NFS",1,
14201010,"Cheese, cottage, creamed, large or small curd",1,
14201200,"Cottage cheese, farmer's",1,
14201500,"Cheese, Ricotta",1,
14202010,"Cheese, cottage, with fruit",1,
14202020,"Cheese, cottage, with vegetables",1,
14203010,"Cheese, cottage, dry curd",1,
14203020,"Cheese, cottage, salted, dry curd",1,
14203510,Puerto Rican white cheese,1,
14204010,"Cheese, cottage, low fat",1,
14204020,"Cheese, cottage, lowfat, with fruit",1,
14206010,"Cheese, cottage, lowfat, low sodium",1,
14207010,"Cheese, cottage, lowfat, lactose reduced",1,
14610200,"Cheese, cottage cheese, with gelatin dessert",1,
14610210,"Cheese, cottage cheese, with gelatin dessert and fruit",1,
14610250,"Cheese, cottage cheese, with gelatin dessert and vegetables",1,
11400000,"Yogurt, NFS",1,
11410000,"Yogurt, NS as to type of milk or flavor",1,
11411010,"Yogurt, NS as to type of milk, plain",1,
11411100,"Yogurt, whole milk, plain",1,
11411200,"Yogurt, low fat milk, plain",1,
11411300,"Yogurt, nonfat milk, plain",1,
11430000,"Yogurt, NS as to type of milk, fruit",1,
11431000,"Yogurt, whole milk, fruit",1,
11432000,"Yogurt, low fat milk, fruit",1,
11433000,"Yogurt, nonfat milk, fruit",1,
11434090,"Yogurt, NS as to type of milk, flavors other than fruit",1,
11434100,"Yogurt, whole milk, flavors other than fruit",1,
11434200,"Yogurt, low fat milk, flavors other than fruit",1,
11434300,"Yogurt, nonfat milk, flavors other than fruit",1,
11436000,"Yogurt, liquid",1,
11446000,"Yogurt parfait, low fat, with fruit",1,
42401100,"Yogurt, coconut milk",1,
11400010,"Yogurt, Greek, NS as to type of milk or flavor",1,
11411390,"Yogurt, Greek, NS as to type of milk, plain",1,
11411400,"Yogurt, Greek, whole milk, plain",1,
11411410,"Yogurt, Greek, low fat milk, plain",1,
11411420,"Yogurt, Greek, nonfat milk, plain",1,
11433990,"Yogurt, Greek, NS as to type of milk, fruit",1,
11434000,"Yogurt, Greek, whole milk, fruit",1,
11434010,"Yogurt, Greek, low fat milk, fruit",1,
11434020,"Yogurt, Greek, nonfat milk, fruit",1,
11435000,"Yogurt, Greek, NS as to type of milk, flavors other than fruit",1,
11435010,"Yogurt, Greek, whole milk, flavors other than fruit",1,
11435020,"Yogurt, Greek, low fat milk, flavors other than fruit",1,
11435030,"Yogurt, Greek, nonfat milk, flavors other than fruit",1,
11435100,"Yogurt, Greek, with oats",1,
20000000,"Meat, NFS",5,
21000100,"Beef, NS as to cut, cooked, NS as to fat eaten",5,
21000110,"Beef, NS as to cut, cooked, lean and fat eaten",5,
21000120,"Beef, NS as to cut, cooked, lean only eaten",5,
21001000,"Steak, NS as to type of meat, cooked, NS as to fat eaten",5,
21001010,"Steak, NS as to type of meat, cooked, lean and fat eaten",5,
21001020,"Steak, NS as to type of meat, cooked, lean only eaten",5,
21002000,"Beef, pickled",5,
21003000,"Beef, NS as to cut, fried, NS to fat eaten",5,
21101000,"Beef steak, NS as to cooking method, NS as to fat eaten",5,
21101010,"Beef steak, NS as to cooking method, lean and fat eaten",5,
21101020,"Beef steak, NS as to cooking method, lean only eaten",5,
21101110,"Beef steak, broiled or baked, NS as to fat eaten",5,
21101120,"Beef steak, broiled or baked, lean and fat eaten",5,
21101130,"Beef steak, broiled or baked, lean only eaten",5,
21102110,"Beef steak, fried, NS as to fat eaten",5,
21102120,"Beef steak, fried, lean and fat eaten",5,
21102130,"Beef steak, fried, lean only eaten",5,
21103110,"Beef steak, breaded or floured, baked or fried, NS as to fat eaten",5,
21103120,"Beef steak, breaded or floured, baked or fried, lean and fat eaten",5,
21103130,"Beef steak, breaded or floured, baked or fried, lean only eaten",5,
21104110,"Beef steak, battered, fried, NS as to fat eaten",5,
21104120,"Beef steak, battered, fried, lean and fat eaten",5,
21104130,"Beef steak, battered, fried, lean only eaten",5,
21105110,"Beef steak, braised, NS as to fat eaten",5,
21105120,"Beef steak, braised, lean and fat eaten",5,
21105130,"Beef steak, braised, lean only eaten",5,
21301000,"Beef, oxtails, cooked",5,
21302000,"Beef, neck bones, cooked",5,
21304000,"Beef, shortribs, cooked, NS as to fat eaten",5,
21304110,"Beef, shortribs, cooked, lean and fat eaten",5,
21304120,"Beef, shortribs, cooked, lean only eaten",5,
21304200,"Beef, shortribs, barbecued, with sauce, NS as to fat eaten",5,
21304210,"Beef, shortribs, barbecued, with sauce, lean and fat eaten",5,
21304220,"Beef, shortribs, barbecued, with sauce, lean only eaten",5,
21305000,"Beef, cow head, cooked",5,
21401000,"Beef, roast, roasted, NS as to fat eaten",5,
21401110,"Beef, roast, roasted, lean and fat eaten",5,
21401120,"Beef, roast, roasted, lean only eaten",5,
21401400,"Beef, roast, canned",5,
21407000,"Beef, pot roast, braised or boiled, NS as to fat eaten",5,
21407110,"Beef, pot roast, braised or boiled, lean and fat eaten",5,
21407120,"Beef, pot roast, braised or boiled, lean only eaten",5,
21410000,"Beef, stew meat, cooked, NS as to fat eaten",5,
21410110,"Beef, stew meat, cooked, lean and fat eaten",5,
21410120,"Beef, stew meat, cooked, lean only eaten",5,
21417100,"Beef brisket, cooked, NS as to fat eaten",5,
21417110,"Beef brisket, cooked, lean and fat eaten",5,
21417120,"Beef brisket, cooked, lean only eaten",5,
21420100,"Beef, sandwich steak, flaked, formed, thinly sliced",5,
23200100,"Veal, NS as to cut, cooked, NS as to fat eaten",5,
23200110,"Veal, NS as to cut, cooked, lean and fat eaten",5,
23200120,"Veal, NS as to cut, cooked, lean only eaten",5,
23201010,"Veal chop, NS as to cooking method, NS as to fat eaten",5,
23201020,"Veal chop, NS as to cooking method, lean and fat eaten",5,
23201030,"Veal chop, NS as to cooking method, lean only eaten",5,
23203010,"Veal chop, fried, NS as to fat eaten",5,
23203020,"Veal chop, fried, lean and fat eaten",5,
23203030,"Veal chop, fried, lean only eaten",5,
23203100,"Veal chop, broiled, NS as to fat eaten",5,
23203110,"Veal chop, broiled, lean and fat eaten",5,
23203120,"Veal chop, broiled, lean only eaten",5,
23204010,"Veal cutlet or steak, NS as to cooking method, NS as to fat eaten",5,
23204020,"Veal cutlet or steak, NS as to cooking method, lean and fat eaten",5,
23204030,"Veal cutlet or steak, NS as to cooking method, lean only eaten",5,
23204200,"Veal cutlet or steak, broiled, NS as to fat eaten",5,
23204210,"Veal cutlet or steak, broiled, lean and fat eaten",5,
23204220,"Veal cutlet or steak, broiled, lean only eaten",5,
23205010,"Veal cutlet or steak, fried, NS as to fat eaten",5,
23205020,"Veal cutlet or steak, fried, lean and fat eaten",5,
23205030,"Veal cutlet or steak, fried, lean only eaten",5,
23210010,"Veal, roasted, NS as to fat eaten",5,
23210020,"Veal, roasted, lean and fat eaten",5,
23210030,"Veal, roasted, lean only eaten",5,
23220020,"Mock chicken legs, cooked",5,
23220030,"Veal patty, breaded, cooked",5,
20000200,"Ground meat, NFS",5,
21500000,"Ground beef, raw",5,
21500100,"Ground beef, cooked",5,
21500310,"Ground beef patty, cooked",5,
23220010,"Veal, ground or patty, cooked",5,
22000100,"Pork, NS as to cut, cooked, NS as to fat eaten",5,
22000110,"Pork, NS as to cut, cooked, lean and fat eaten",5,
22000120,"Pork, NS as to cut, cooked, lean only eaten",5,
22000200,"Pork, NS as to cut, fried, NS as to fat eaten",5,
22000210,"Pork, NS as to cut, fried, lean and fat eaten",5,
22000220,"Pork, NS as to cut, fried, lean only eaten",5,
22000300,"Pork, NS as to cut, breaded or floured, fried, NS as to fat eaten",5,
22000310,"Pork, NS as to cut, breaded or floured, fried, lean and fat eaten",5,
22000320,"Pork, NS as to cut, breaded or floured, fried, lean only eaten",5,
22001000,"Pork, pickled, NS as to cut",5,
22002000,"Pork, ground or patty, cooked",5,
22002100,"Pork, ground or patty, breaded, cooked",5,
22101000,"Pork chop, NS as to cooking method, NS as to fat eaten",5,
22101010,"Pork chop, NS as to cooking method, lean and fat eaten",5,
22101020,"Pork chop, NS as to cooking method, lean only eaten",5,
22101100,"Pork chop, broiled or baked, NS as to fat eaten",5,
22101110,"Pork chop, broiled or baked, lean and fat eaten",5,
22101120,"Pork chop, broiled or baked, lean only eaten",5,
22101130,"Pork chop, breaded or floured, broiled or baked, NS as to fat eaten",5,
22101140,"Pork chop, breaded or floured, broiled or baked, lean and fat eaten",5,
22101150,"Pork chop, breaded or floured, broiled or baked, lean only eaten",5,
22101200,"Pork chop, fried, NS as to fat eaten",5,
22101210,"Pork chop, fried, lean and fat eaten",5,
22101220,"Pork chop, fried, lean only eaten",5,
22101300,"Pork chop, breaded or floured, fried, NS as to fat eaten",5,
22101310,"Pork chop, breaded or floured, fried, lean and fat eaten",5,
22101320,"Pork chop, breaded or floured, fried, lean only eaten",5,
22101400,"Pork chop, battered, fried, NS as to fat eaten",5,
22101410,"Pork chop, battered, fried, lean and fat eaten",5,
22101420,"Pork chop, battered, fried, lean only eaten",5,
22101500,"Pork chop, stewed, NS as to fat eaten",5,
22101510,"Pork chop, stewed, lean and fat eaten",5,
22101520,"Pork chop, stewed, lean only eaten",5,
22201000,"Pork steak or cutlet, NS as to cooking method, NS as to fat eaten",5,
22201010,"Pork steak or cutlet, NS as to cooking method, lean and fat eaten",5,
22201020,"Pork steak or cutlet, NS as to cooking method, lean only eaten",5,
22201050,"Pork steak or cutlet, battered, fried, NS as to fat eaten",5,
22201060,"Pork steak or cutlet, battered, fried, lean and fat eaten",5,
22201070,"Pork steak or cutlet, battered, fried, lean only eaten",5,
22201100,"Pork steak or cutlet, broiled or baked, NS as to fat eaten",5,
22201110,"Pork steak or cutlet, broiled or baked, lean and fat eaten",5,
22201120,"Pork steak or cutlet, broiled or baked, lean only eaten",5,
22201200,"Pork steak or cutlet, fried, NS as to fat eaten",5,
22201210,"Pork steak or cutlet, fried, lean and fat eaten",5,
22201220,"Pork steak or cutlet, fried, lean only eaten",5,
22201300,"Pork steak or cutlet, breaded or floured, broiled or baked, NS as to fat eaten",5,
22201310,"Pork steak or cutlet, breaded or floured, broiled or baked, lean and fat eaten",5,
22201320,"Pork steak or cutlet, breaded or floured, broiled or baked, lean only eaten",5,
22201400,"Pork steak or cutlet, breaded or floured, fried, NS as to fat eaten",5,
22201410,"Pork steak or cutlet, breaded or floured, fried, lean and fat eaten",5,
22201420,"Pork steak or cutlet, breaded or floured, fried, lean only eaten",5,
22210300,"Pork, tenderloin, cooked, NS as to cooking method",5,
22210310,"Pork, tenderloin, breaded, fried",5,
22210350,"Pork, tenderloin, braised",5,
22210400,"Pork, tenderloin, baked",5,
22210450,"Pork, tenderloin, battered, fried",5,
22301000,"Ham, fresh, cooked, NS as to fat eaten",5,
22301110,"Ham, fresh, cooked, lean and fat eaten",5,
22301120,"Ham, fresh, cooked, lean only eaten",5,
22400100,"Pork roast, NS as to cut, cooked, NS as to fat eaten",5,
22400110,"Pork roast, NS as to cut, cooked, lean and fat eaten",5,
22400120,"Pork roast, NS as to cut, cooked, lean only eaten",5,
22401000,"Pork roast, loin, cooked, NS as to fat eaten",5,
22401010,"Pork roast, loin, cooked, lean and fat eaten",5,
22401020,"Pork roast, loin, cooked, lean only eaten",5,
22402510,"Fried pork chunks, Puerto Rican style",5,
22411000,"Pork roast, shoulder, cooked, NS as to fat eaten",5,
22411010,"Pork roast, shoulder, cooked, lean and fat eaten",5,
22411020,"Pork roast, shoulder, cooked, lean only eaten",5,
22701000,"Pork, spareribs, cooked, NS as to fat eaten",5,
22701010,"Pork, spareribs, cooked, lean and fat eaten",5,
22701020,"Pork, spareribs, cooked, lean only eaten",5,
22701030,"Pork, spareribs, barbecued, with sauce, NS as to fat eaten",5,
22701040,"Pork, spareribs, barbecued, with sauce, lean and fat eaten",5,
22701050,"Pork, spareribs, barbecued, with sauce, lean only eaten",5,
22704010,"Pork, cracklings, cooked",5,
22705010,"Pork ears, tail, head, snout, miscellaneous parts, cooked",5,
22706010,"Pork, neck bones, cooked",5,
22707010,"Pork, pig's feet, cooked",5,
22707020,"Pork, pig's feet, pickled",5,
22708010,"Pork, pig's hocks, cooked",5,
22709010,Pork skin rinds,5,
22709110,"Pork skin, boiled",5,
23000100,"Lamb, NS as to cut, cooked",5,
23101000,"Lamb chop, NS as to cut, cooked, NS as to fat eaten",5,
23101010,"Lamb chop, NS as to cut, cooked, lean and fat eaten",5,
23101020,"Lamb chop, NS as to cut, cooked, lean only eaten",5,
23104000,"Lamb, loin chop, cooked, NS as to fat eaten",5,
23104010,"Lamb, loin chop, cooked, lean and fat eaten",5,
23104020,"Lamb, loin chop, cooked, lean only eaten",5,
23107000,"Lamb, shoulder chop, cooked, NS as to fat eaten",5,
23107010,"Lamb, shoulder chop, cooked, lean and fat eaten",5,
23107020,"Lamb, shoulder chop, cooked, lean only eaten",5,
23110000,"Lamb, ribs, cooked, lean only eaten",5,
23110010,"Lamb, ribs, cooked, NS as to fat eaten",5,
23110050,"Lamb, ribs, cooked, lean and fat eaten",5,
23111010,"Lamb hocks, cooked",5,
23120100,"Lamb, roast, cooked, NS as to fat eaten",5,
23120110,"Lamb, roast, cooked, lean and fat eaten",5,
23120120,"Lamb, roast, cooked, lean only eaten",5,
23132000,"Lamb, ground or patty, cooked",5,
23150100,"Goat, boiled",5,
23150200,"Goat, fried",5,
23150250,"Goat, baked",5,
23150270,"Goat head, cooked",5,
23150300,"Goat ribs, cooked",5,
23310000,"Rabbit, NS as to domestic or wild, cooked",5,
23311100,"Rabbit, domestic, NS as to cooking method",5,
23311120,"Rabbit, NS as to domestic or wild, breaded, fried",5,
23311200,"Rabbit, wild, cooked",5,
23321000,"Venison/deer, NFS",5,
23321100,"Venison/deer, roasted",5,
23321200,"Venison/deer steak, cooked, NS as to cooking method",5,
23321250,"Venison/deer steak, breaded or floured, cooked, NS as to cooking method",5,
23322300,"Deer chop, cooked",5,
23322350,"Venison/deer ribs, cooked",5,
23322400,"Venison/deer, stewed",5,
23323100,"Moose, cooked",5,
23323500,"Bear, cooked",5,
23324100,"Caribou, cooked",5,
23326100,"Bison, cooked",5,
23331100,"Ground hog, cooked",5,
23332100,"Opossum, cooked",5,
23333100,"Squirrel, cooked",5,
23334100,"Beaver, cooked",5,
23335100,"Raccoon, cooked",5,
23340100,"Armadillo, cooked",5,
23345100,"Wild pig, smoked",5,
25110120,"Beef liver, braised",5,
25110140,"Beef liver, fried",5,
25110420,"Chicken liver, braised",5,
25110450,"Chicken liver, fried",5,
25112200,"Liver paste or pate, chicken",5,
25120000,"Heart, cooked",5,
25130000,"Kidney, cooked",5,
25140110,"Sweetbreads, cooked",5,
25150000,"Brains, cooked",5,
25160000,"Tongue, cooked",5,
25160130,"Tongue pot roast, Puerto Rican style",5,
25170110,"Tripe, cooked",5,
25170210,"Chitterlings, cooked",5,
25170310,"Hog maws, cooked",5,
25170420,"Gizzard, cooked",5,
24100000,"Chicken, NS as to part and cooking method, NS as to skin eaten",5,
24100010,"Chicken, NS as to part and cooking method, skin eaten",5,
24100020,"Chicken, NS as to part and cooking method, skin not eaten",5,
24102000,"Chicken, NS as to part, baked, broiled, or roasted, NS as to skin eaten",5,
24102010,"Chicken, NS as to part, baked, broiled, or roasted, skin eaten",5,
24102020,"Chicken, NS as to part, baked, broiled, or roasted, skin not eaten",5,
24102050,"Chicken, NS as to part, rotisserie, NS as to skin eaten",5,
24102060,"Chicken, NS as to part, rotisserie, skin eaten",5,
24102070,"Chicken, NS as to part, rotisserie, skin not eaten",5,
24103000,"Chicken, NS as to part, stewed, NS as to skin eaten",5,
24103010,"Chicken, NS as to part, stewed, skin eaten",5,
24103020,"Chicken, NS as to part, stewed, skin not eaten",5,
24103050,"Chicken, NS as to part, grilled without sauce, NS as to skin eaten",5,
24103055,"Chicken, NS as to part, grilled without sauce, skin eaten",5,
24103060,"Chicken, NS as to part, grilled without sauce, skin not eaten",5,
24103070,"Chicken, NS as to part, grilled with sauce, NS as to skin eaten",5,
24103075,"Chicken, NS as to part, grilled with sauce, skin eaten",5,
24103080,"Chicken, NS as to part, grilled with sauce, skin not eaten",5,
24104049,"Chicken, NS as to part, sauteed, skin eaten",5,
24104051,"Chicken, NS as to part, sauteed, skin not eaten",5,
24107070,"Chicken, NS as to part, fried, coated, skin / coating eaten",5,
24107071,"Chicken, NS as to part, fried, coated, skin / coating not eaten",5,
24107080,"Chicken, NS as to part, baked, coated, skin / coating eaten",5,
24107081,"Chicken, NS as to part, baked, coated, skin / coating not eaten",5,
24120110,"Chicken breast, NS as to cooking method, skin eaten",5,
24120120,"Chicken breast, NS as to cooking method, skin not eaten",5,
24122130,"Chicken breast, baked, broiled, or roasted, skin eaten, from raw",5,
24122131,"Chicken breast, baked, broiled, or roasted, skin not eaten, from raw",5,
24122140,"Chicken breast, baked or broiled, skin eaten, from pre-cooked",5,
24122141,"Chicken breast, baked or broiled, skin not eaten, from pre-cooked",5,
24122150,"Chicken breast, baked or broiled, skin eaten, from fast food / restaurant",5,
24122151,"Chicken breast, baked or broiled, skin not eaten, from fast food / restaurant",5,
24122160,"Chicken breast, baked, broiled, or roasted with marinade, skin eaten, from raw",5,
24122161,"Chicken breast, baked, broiled, or roasted with marinade, skin not eaten, from raw",5,
24122170,"Chicken breast, rotisserie, skin eaten",5,
24122171,"Chicken breast, rotisserie, skin not eaten",5,
24123110,"Chicken breast, stewed, skin eaten",5,
24123120,"Chicken breast, stewed, skin not eaten",5,
24123300,"Chicken breast, grilled without sauce, skin eaten",5,
24123301,"Chicken breast, grilled without sauce, skin not eaten",5,
24123310,"Chicken breast, grilled with sauce, skin eaten",5,
24123311,"Chicken breast, grilled with sauce, skin not eaten",5,
24124200,"Chicken breast, sauteed, skin eaten",5,
24124201,"Chicken breast, sauteed, skin not eaten",5,
